damping,rho
0.81,0.36556352548408355
0.82,0.35776586364330376
0.83,0.3504619328710552
0.84,0.3424760839473755
0.85,0.3347683114292102
0.86,0.32653359976271673
0.87,0.3179941345165317
0.88,0.3185889212286049
0.89,0.3332006534609164
