damping,rho
0.79,0.5501391355441252
0.8,0.5440344829282537
0.81,0.5380112887873286
0.82,0.5314062207528792
0.83,0.5290723313766362
0.84,0.5418330337706934
0.85,0.5622308416657917
0.86,0.5825620919672109
0.87,0.6022980519048117
